"","Acacia","Acalypha","Acanthaceae","Achyranthes","Acronychia","Acrostichum","Agathis","Agathis australis","Ailanthus","Albizia","Aleurites","Alphitonia","Alternanthera","Alyxia","Amaranthaceae","Amaranthus","Ambrosia","Anacardiaceae","Anacolosa","Annonaceae","Anthoceros","Antidesma","Antirhea","Apiaceae","Apium prostratum","Apocynaceae","Apodytes clusiifolia","Araceae","Araliaceae","Araucaria","Ardisia","Arecaceae","Argophyllum","Aristotelia","Arytera","Ascarina","Ascarina lucida","Aspleniaceae","Asplenium","Astelia","Asteraceae","Austrobuxus","Avicennia marina","Baccaurea","Balanops","Barringtonia","Beauprea","Bignoniaceae","Bischofia","Blechnum","Blyxa","Brassicaceae","Bruguiera","Burseraceae","Cal_yrs_BP","Calamus","Callitriche","Callitris","Calophyllum","Calycosia","Calystegia","Canarium","Canavalia","Canthium","Cardiospermum","Carex","Caryophyllaceae","Casuarina","Casuarinaceae","Celtis","Cerberiopsis","Citronella","Claoxylon","Clematis","Clerodendrum","Clethra","Clusiaceae","Cocos","Cocos nucifera","Codia","Colocasia","Colocasia esculenta","Combretum","Commelina","Commersonia","Convolvulaceae","Coprosma","Cordyline","Coriaria","Corynocarpus","Cucurbitaceae","Cunoniaceae","Cupaniopsis","Cuphea","Cyathea","Cyatheaceae","Cycas","Cyclophyllum barbatum","Cynometra","Cyperaceae","Cyperus","Cyrtandra","Dacrycarpus","Dacrycarpus dacrydioides","Dacrydium","Dacrydium cupressinum","Decaisnina forsteriana","Decaspermum","Desmodium","Dianella","Dicksonia","Dicranopteris","Dicranopteris linearis","Dillenia","Dilleniaceae","Diospyros","Dodonaea","Dodonaea viscosa","Dolicholobium","Dracaena","Dysoxylum","Elaeocarpaceae","Elaeocarpus","Elattostachys","Eleocharis","Embelia","Endospermum","Entada","Ericaceae","Erythrina","Erythrina variegata","Escalloniaceae","Euodia","Euphorbia","Euphorbia balbisii","Euphorbiaceae","Euroschinus","Excoecaria","Exocarpos","Fabaceae","Fagraea","Ficus","Fimbristylis","Flagellaria","Flagellariaceae","Freycinetia","Garcinia","Gardenia","Garuga","Geniostoma","Geraniaceae","Geranium retrorsum","Gesneriaceae","Glochidion","Goodeniaceae","Grevillea","Grewia","Group.1","Guettarda","Guioa","Gunneraceae","Gymnosporia","Gymnostoma","Haloragaceae","Haloragis","Hedycarya","Hemionitis","Heritiera","Hernandia","Hibbertia","Hibiscus","Histiopteris incisa","Homalanthus","Homalanthus stokesii","Homalium","Huperzia varia","Hydrocotyle","Hymenophyllaceae","Hymenophyllum","Hypolepis","Ilex","Inocarpus","Ipomoea","Ipomoea batatas","Ixora","Jasminum","Joinvillea","Juncus","Kermadecia","Knightia","Lamiaceae","Lauraceae","Laurelia","Lecythidaceae","Leea","Lepidosperma","Lepironia","Lepisorus","Leptospermum","Leucas","Libocedrus","Liliaceae","Liquidambar","Longetia buxoides","Lonicera","Loranthaceae","Ludwigia","Lumnitzera","Lycopodiaceae","Lycopodiella cernua","Lycopodiella lateralis","Lycopodium","Lycopodium scariosum","Lycopodium volubile","Lygodium","Lythraceae","Lythrum","Macaranga","Macrolearia colensoi","Maesa","Mallotus","Malpighiaceae","Malvaceae","Marattiaceae","Maytenus","Medinilla","Medusanthera","Melaleuca","Melastoma","Melastomataceae","Meliaceae","Melicope","Melicytus","Melochia","Menispermaceae","Meryta","Metrosideros","Metroxylon","Metroxylon vitiense","Microsorum","Momordica","Moraceae","Morinda","Muehlenbeckia","Mussaenda","Myoporum","Myoporum rapense","Myriophyllum","Myristica","Myrsine","Myrtaceae","Neomyrtus","Neonauclea","Neopanax arboreus","Nepenthes","Nertera","Nestegis","Neuburgia","Nothofagus","Nymphoides","Nymphoides indica","Olacaceae","Oleaceae","Onagraceae","Ophioglossum","Ophiorrhiza","Orchidaceae","Oxalis","Paesia","Palaquium","Pandanaceae","Pandanus","Pandanus krauelianus","Pandanus tectorius","Parinari","Parsonsia","Passifloraceae","Pectinopitys ferruginea","Pemphis","Phaleria","Phormium","Phyllanthaceae","Phyllanthus","Phyllocladus","Phytolaccaceae","Pinaceae","Pinus","Piper","Piperaceae","Pisonia","Pittosporum","Planchonella","Plantago","Plantago lanceolata","Pleiogynium","Plerandra","Poaceae","Podocarpaceae","Podocarpus","Polygala","Polygonaceae","Polygonum","Polypodiaceae","Polypodium","Polyscias","Portulacaceae","Potamogeton","Premna","Primulaceae","Proteaceae","Prumnopitys taxifolia","Psidium guajava","Psilotum","Psychotria","Pteridaceae","Pteridium","Pteridium esculentum","Pteris","Pteris berteroana","Pteris tremula","Pyrrosia","Quintinia","Randia","Ranunculaceae","Ranunculus","Rauvolfia","Rhamnaceae","Rhizophora","Rhizophoraceae","Rhopalostylis sapida","Rhus","Rosaceae","Rubiaceae","Rubus","Rumex","Rutaceae","Salacia","Salicaceae","Sapindaceae","Sapotaceae","Saurauia","Scaevola","Scaevola taccada","Schefflera","Schizaea","Schoenus","Scirpus","Selaginella","Selaginella kraussiana","Senna","Sigesbeckia orientalis","Simaroubaceae","Site","Sloanea","Smilax","Solanaceae","Solanum","Sonchus asper","Sonchus kirkii","Sophora","Sophora tomentosa","Soulamea","Spathodea","Sphenomeris","Stachytarpheta","Stenochlaena","Stenochlaena palustris","Sterculia","Streblus","Symplocos","Syzygium","Tapeinosperma","Terminalia","Thelypteris","Timonius","Tournefortia","Trema","Trifolium","Triumfetta","Typha","Typha angustifolia","Typha latifolia","Typha orientalis","Ulex europaeus","Ulmaceae","Urena","Urticaceae","Verbenaceae","Veronica","Vigna","Violaceae","Vitaceae","Vitex","Vitex lucens","Weinmannia","Wikstroemia","Xanthomyrtus"
"11",0,0.139276438618401,0,0,0,0,0,0,0,0,0,0.0262881177707676,0,0,0,0,0,0,0,0,0,0,0.0292654375182909,0,0,0,0,0,0,0,0,0.59753566497254,0,0,0,0,0,0,0,0,0.166112611128172,0,0,0,0,0,0,0,0.136847173609881,0.847093818595487,0,0,0,0,160,0,0,0,0.0275027502750275,0,0,0,0,0,0,0,0,0,0.0262881177707676,0.928664777750877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275027502750275,0,0,2.07578135611896,0,0,0,2.17850456219351,0,0,0,0,0,0,0,0,0,0,0,0.656066540009122,0,0.0525762355415352,0,0,0,0,0,0,0,0,0,0,0,0.0275027502750275,0,0,0,0,0,0,0,0,0,0,0,0,0.0262881177707676,0.0537908680457951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-100,400]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388326832284406,0,0.0262881177707676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292654375182909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495908568375996,0,0,0,0,0,0.0537908680457951,0,0,0.556868708421098,0,0.0292654375182909,0,0,0,0,0,0,0,0,0,0.160157971633125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132655221358098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262881177707676,0,0,0,0,0,10.040959242256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109344423334854,0.849523083604007,0,0.0292654375182909,0,0,0,0,1.10425740286062,0,0,0,0,0,0,0,0,0,0.0292654375182909,0,76.3316571587586,0,0,0,0,0,0,0,0,0,0,0.0262881177707676,0,0,0,0,0.0275027502750275,0,0.0585308750365818,0,0,0,0,0,0,0,0,0,0.0292654375182909,0,0,0,0,0,0,0,0,"bon",0,0,0.0275027502750275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083056305564086,0,0,0.275575557489279,0,0,0,0,0,0,0,0,0,1.05630265128362,0,0,0,0,0,0,0,0,0,0
"12",0,2.90318690940556,0,0,0.0960614793467819,0,0.23754876724025,0,0,0,0.2460024600246,0.229095074455899,0,0,0,0,0,0,0,0,0,0,0,0.192122958693564,0,0,0,0,0,0,0,0.589645071708449,0,0,0.0960614793467819,4.25414792191239,0,0,0,0,0.192122958693564,0,0,0.11454753722795,0,0,0,0,1.58202211868519,2.92649547013014,0,0,0,0,202.333333333333,0,0,0,0.219062709359082,0,0,0,0,0,0,0,0,0,0.448157783814981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973890989095577,0,0,0,5.94422991676365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76020375640935,10.7128008800513,0,0,0,0,0,0,0,0,0.525733205280596,0,0.60655245727715,0,0.0960614793467819,0.0960614793467819,0.588066399395982,0,0,0,0,0,0,0,0,0,0,0,0,0.5980987644928,0,0,0,0,0,0.192122958693564,0,0,0,0.192122958693564,0,0,0,0,0,0,0,"(-100,400]",0,0,0,0,0,0,0.1230012300123,0,0,0,0,0,0,0,0.834068859420583,0,0.0960614793467819,0,0,0,0.333610246587032,0,0.342063939371382,0,0,0,0,0,0,0,0.0960614793467819,0,0,0,0,0,0,0,0.589645071708449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32116479072037,0,0,0.11454753722795,0,0,7.74420991781147,0,0.11454753722795,0.342063939371382,0,0.2460024600246,0,0,0.342063939371382,0,0,0,0,0,0,0,0.1230012300123,0,0,1.53659631013851,0,0,0,0,0,0,0,0,0,0,0,0,0.411185668052646,0.429671725933814,0,0.219062709359082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960614793467819,0,0.667220493174063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192122958693564,1.00083073976109,0,0.448157783814981,0,0,1.80424217266921,0,3.03622050451468,0,0,0,0,0,0,0,0,0,0.11454753722795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960614793467819,0,0,0,0,0,0.0960614793467819,0,0,0,0,0,0,0,0,0,0,"tag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1133525456292,0,0,0,0,0,0,0,35.3642648105378,0,0,0,0,0,0,0,0,0,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84127308645186,0,0,0,0,0,0,0,0,5.23818792111673,0,0,0,0,0,0,0,0,0,0,0,0,0,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(400,900]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.881666554827357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389796106651905,0,0,34.8893950762098,0,0,0,0,0.503649689459518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.2560315652829,0,0,0,0,0,"aro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393700787401575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2992125984252,0,0,0,0,0,0,0,0,0,0,0.393700787401575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.3858267716535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(400,900]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393700787401575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.992125984252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.66141732283465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69291338582677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78740157480315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0,0,0,0.881499726327313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857142857,0,0,0,0,0,644.75,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,1.11363299213767,0,0.233644859813084,0,0,0,0,0,0,0,1.66187100041435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2750026855731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(400,900]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700934579439252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.47292686545023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0,0,0,0,0,0,0,9.00053455693159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1669633585521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0,0.061576354679803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ngo",0,0,0,0,0,0,0,0,0,0,0,0,0.178708264915161,0,0,0,0,0,0,0,0,0,0,7.11778412084567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621890547263682,0,0,0,0.382297731071541,0,0.718428561751636,0,0,0,0.571821250993155,0,0,0,0,0.0348189415041783,0.108061619632011,0,0,0,0,0,0,0,0,0,0,0,0,646.25,0,0,0.0656167979002625,0,0,0,0,0,0,0,0,0,0,15.3463057980804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621890547263682,0,0,1.76292753212484,0,0,0,43.1075678201949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139452817962295,0,0,0,0,0,0,0,0,0,0,0,0.0348189415041783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656167979002625,0,0,0,0.0656167979002625,0.186567164179104,0,0,"(400,900]",0,0,0,0,0,0,0,0.124378109452736,0,0,0,0.124378109452736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127334465195246,0,0,0,0,0,0,0,5.2886713894857,0,0,0,0,0,0.0696378830083565,0,0,0,0,0,0,0,0,0,9.97393448732534,0,0,0.0424448217317487,0,0,0,0,0.0348189415041783,0.0348189415041783,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72804415125271,0,0,0,0,0,0,0,0.57991851865211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424448217317487,0,0,0,0,0,0,0,0,0,0.0424448217317487,0,0,0,0,0,0,0,0,0,0,0,0,0,7.30638147658196,0.0348189415041783,0,0,0,0,0.147078698189866,0,0,0,0,0,0,0.104456824512535,0,0.0656167979002625,0,0.100435739404441,0,0,6.16512792533062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127805852626631,0,0.0424448217317487,0.108061619632011,0,0,0,0,0,0,0,0,0,0,0,0,0,"plu",0.0656167979002625,0.196850393700787,0,0,0,0,0,0,0.0696378830083565,0,4.43364325928343,0,0,0,0,0,0,0,0,0,0,0,0,0.104456824512535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898972736322134,0,0,0,0.275187775187775,0,0,0,4.32644593199532,0,8.20712781089119,0.106837606837607,0,0,0,0,0,0,0,0.501113940025838,0,0,0,0.0669344042838019,0,0,0,0,0,0,0,0,0,0,0,0,0,659.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98729083722261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7833261551618,0,0,0,0.619099031718458,0,0,0,0,0,0,0.106837606837607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740027252766106,0,0,0,0,0,0,0,0,0,0,0,0,2.38552878161372,0,0,0,0.667404057966707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(400,900]",0,0,1.11019263711342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6960762051753,0,0,0,0,0,0,0.297850297850298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33593490963716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8646660777397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63376188009155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27877938034188,0,0.378865890914084,0,0,0,1.54413321801725,1.51353272083106,0,0,0,0,0,0,0,0,0,0,0,0,"lan",0,0,0.472730891719745,4.59703521532346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7924014947777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8119052516367,0,0
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709219858156028,0,0,0,0,0,2.4908008113759,0,0,0,0.212765957446809,0,0,0,0,0,0,0,0,0,0,0,0.242012556423037,0.99046221570066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927414417854067,0,0,488.52,0,0,0,0,0,0,0,0,0,0,15.2868928335655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114942528735632,0,0,0,0,0,0.283687943262411,1.10270528813448,0.664049012942252,0,0,0,0,0,4.47725646493591,0,0,0,0,0,2.90483045023884,0,0,0,0,2.29024822378287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143385694716493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709219858156028,0,0,0,0,0,0,0,0,0,0,0,"(400,900]",0,0,0,0,0,0,0.585159757180211,0,0,0,0,0,0,0.405394428340947,0,0,0,0,0,0.638297872340426,0,0.0673400673400673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354609929078014,0,0,0,0,0,0,0,0,0,0,0,0.114942528735632,0,0.0673400673400673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574712643678161,0,0,0,5.9427559137526,0,0,1.93839546298934,0,0,0,0.0673400673400673,0,0,0,0,0,0,0,0,0,0,0,0,0.28735632183908,0,0.427073637978905,0,0,0,0,0,0.0673400673400673,0,0,0,0.0873362445414847,0,0,0,0,0,0,0,0,0,0,0,0.172413793103448,0,0,0.0574712643678161,0,0,0,0,0,0,0.0574712643678161,0,0,0,0,0,0,0.305225843549116,0,0,0,1.24829747656719,0,0,0,0,0,0,0,0,0.212765957446809,0,0,0,0,0,34.1072515618841,0,0,0.623284027348579,0.0709219858156028,0,0,0,0,0,0,0,0,1.50337587225968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673400673400673,0,0,0,0,0,0.0574712643678161,0,"wai",0,0,0,0,0,0.513791501322949,0.0709219858156028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2334390581213,0,0,0,0.836501901140684,0,0.48060317393066,0,0,0,0,0,0,0,0
"19",0,0,0,0,0,0,0,0,0,0,0,0,0.269905533063428,0,0.236578782791876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2452022678322,0,0,0,0,0,0,0,0,1.64787968379143,0,0,0,0,0,0,0,0,0,0,0,0,0,726.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.585729551527287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1685729844832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.54948670042278,0,0,0,0,0,0,0,0,0,0,0,0.134952766531714,0,0,0,0,0,0,0,0,0,"(400,900]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101626016260163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2591696021582,0,0,0,0,0,0,0,0,0,0,0,0,11.3449578146321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9209620330059,0,0.236578782791876,0,0,0,1.71453318433453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641437082387018,0,0,5.85991896316125,0,0,0.0825082508250825,0,0,0,0,0,0,0,0,0,0,0,0,0,"yac",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",0,0,0,0,0,0,0,0,0,0,0,0,2.46305418719212,0,2.34268773822526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.67723959610369,0,0,0,0,0,0,0,0,5.99714686935782,0,0,0,0,0,0,0,0,0.472549762610615,0,0,0,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0.698794106502017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45913113255912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.56636872255534,0,0,0,0.698794106502017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(400,900]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246305418719212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246305418719212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472549762610615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965160600049038,0,0,0,0,0,0,0,0,0,4.1927646390121,0,0,0,0,0,0,0,0,0,0,0,17.9513184584178,12.8847825602389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7760515346722,0,0,0,0,0,5.36410850812474,0,0,0,0,0,0,0,0,0,0,0,0,0.452488687782805,0,0,0,0,0,0,0,0.452488687782805,0,0,0,0,0,0,0,0,0,0,0,2.71493212669683,0,0,0.452488687782805,0.226244343891403,0,0,0,0,0,0,0,0,0,0,0,0,"vol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226244343891403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0.197628458498024,0,0,0,0.197628458498024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6719367588933,0,0,0,0,0,0,0,0,0.592885375494071,0,0,0,0,0.197628458498024,0,0,0,0,0,0,0,0,709,0,0,0,0,0,0,0.197628458498024,0,0,0,0,0,0.197628458498024,0,0,0,0,0,0,0,0,0,7.70750988142292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197628458498024,0,0,0,0,0,0,29.0513833992095,0,0,0,0,0,0,0,0,0,0.197628458498024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4150197628458,0,0.197628458498024,0,0,0.988142292490119,0,0.197628458498024,0,0,0,0.395256916996047,0,0,0,0,0,0,0,0,"(400,900]",0,0,0,0,0,0,0,0,0,0,0.197628458498024,0,0.395256916996047,0,0.197628458498024,0,0,0,0,0,0,0,0,0,0,0.197628458498024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55731225296443,0,0,0,0,0.197628458498024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790513833992095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0316205533597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0790513833992,0,0,0,0,1.18577075098814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395256916996047,0,0,0,0,0,0,0,0,0,0,0,0,"ava",0,0,0.592885375494071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197628458498024,0,0,0,1.18577075098814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197628458498024,0,0,0,0
